PWM,human_TF,mouse_TF,ID,NR_sites,References,Superclass,Class,Family,Subfamily
FOSL1_HUMAN.H10MO.A,FOSL1,Fosl1,FOSL1_002,499,HOCOMOCO v10,Basic domains,Basic leucine zipper factors (bZIP),Fos-related factors,Fos factors
FOSL2_HUMAN.H10MO.A,FOSL2,Fosl2,FOSL2_002,500,HOCOMOCO v10,Basic domains,Basic leucine zipper factors (bZIP),Fos-related factors,Fos factors
FOXA1_HUMAN.H10MO.A,FOXA1,Foxa1,FOXA1_005,500,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXA
FOXA2_HUMAN.H10MO.A,FOXA2,Foxa2,FOXA2_004,494,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXA
FOXA3_HUMAN.H10MO.C,FOXA3,Foxa3,FOXA3_001,23,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXA
FOXB1_HUMAN.H10MO.D,FOXB1,Foxb1,FOXB1_005,7038,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXB
FOXC1_HUMAN.H10MO.C,FOXC1,Foxc1,FOXC1_007,26,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXC
FOXD1_HUMAN.H10MO.D,FOXD1,Foxd1,FOXD1_002,22,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXD
FOXD2_HUMAN.H10MO.D,FOXD2,Foxd2,FOXD2_003,968,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXD
FOXD3_HUMAN.H10MO.D,FOXD3,Foxd3,FOXD3_004,75,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXF
FOXF2_HUMAN.H10MO.D,FOXF2,Foxf2,FOXF2_002,26,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXF
FOXG1_HUMAN.H10MO.D,FOXG1,Foxg1,FOXG1_006,310,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXG
FOXH1_HUMAN.H10MO.A,FOXH1,Foxh1,FOXH1_002,500,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXH
FOXI1_HUMAN.H10MO.B,FOXI1,Foxi1,FOXI1_004,156,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXI
FOXJ2_HUMAN.H10MO.C,FOXJ2,Foxj2,FOXJ2_004,41,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXJ
FOXJ3_HUMAN.H10MO.A,FOXJ3,Foxj3,FOXJ3_009,626,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXJ
FOXJ3_HUMAN.H10MO.S,FOXJ3,Foxj3,FOXJ3_010,613,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXJ
FOXK1_HUMAN.H10MO.D,FOXK1,Foxk1,FOXK1_005,10071,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXK
FOXL1_HUMAN.H10MO.D,FOXL1,Foxl1,FOXL1_005,1207,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXL
FOXM1_HUMAN.H10MO.D,FOXM1,Foxm1,FOXM1_001,13,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXM
FOXO1_HUMAN.H10MO.C,FOXO1,Foxo1,FOXO1_005,58,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXO
FOXO3_HUMAN.H10MO.B,FOXO3,Foxo3,FOXO3_005,63,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXO
FOXO4_HUMAN.H10MO.C,FOXO4,Foxo4,FOXO4_004,28,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXO
FOXO6_HUMAN.H10MO.D,FOXO6,Foxo6,FOXO6_004,3383,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXO
FOXP2_HUMAN.H10MO.A,FOXP2,Foxp2,FOXP2_002,1997,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXP
FOXQ1_HUMAN.H10MO.C,FOXQ1,Foxq1,FOXQ1_002,13,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXQ
GABPA_HUMAN.H10MO.A,GABPA,Gabpa,GABPA_005,2750,HOCOMOCO v10,Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,Ets-like factors
GATA1_HUMAN.H10MO.A,GATA1,Gata1,GATA1_005,271,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Other C4 zinc finger-type factors,GATA-type zinc fingers,Two zinc-finger GATA factors
GATA1_HUMAN.H10MO.S,GATA1,Gata1,GATA1_006,956,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Other C4 zinc finger-type factors,GATA-type zinc fingers,Two zinc-finger GATA factors
GATA2_HUMAN.H10MO.A,GATA2,Gata2,GATA2_003,500,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Other C4 zinc finger-type factors,GATA-type zinc fingers,Two zinc-finger GATA factors
GATA3_HUMAN.H10MO.C,GATA3,Gata3,GATA3_006,500,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Other C4 zinc finger-type factors,GATA-type zinc fingers,Two zinc-finger GATA factors
GATA4_HUMAN.H10MO.B,GATA4,Gata4,GATA4_003,107,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Other C4 zinc finger-type factors,GATA-type zinc fingers,Two zinc-finger GATA factors
GATA5_HUMAN.H10MO.D,GATA5,Gata5,GATA5_003,13,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Other C4 zinc finger-type factors,GATA-type zinc fingers,Two zinc-finger GATA factors
GATA6_HUMAN.H10MO.B,GATA6,Gata6,GATA6_002,500,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Other C4 zinc finger-type factors,GATA-type zinc fingers,Two zinc-finger GATA factors
GATA6_HUMAN.H10MO.S,GATA6,Gata6,GATA6_003,114,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Other C4 zinc finger-type factors,GATA-type zinc fingers,Two zinc-finger GATA factors
GBX1_HUMAN.H10MO.D,GBX1,Gbx1,GBX1_004,36146,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,HOX-related factors,GBX (Gastrulation brain homeobox)
GBX2_HUMAN.H10MO.D,GBX2,Gbx2,GBX2_006,11244,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,HOX-related factors,GBX (Gastrulation brain homeobox)
GCM1_HUMAN.H10MO.D,GCM1,Gcm1,GCM1_005,12,HOCOMOCO v10,beta-Hairpin exposed by an alpha/beta-scaffold,GCM domain factors,GCM factors,GCM factors
GCM2_HUMAN.H10MO.D,GCM2,Gcm2,GCM2_002,352,HOCOMOCO v10,beta-Hairpin exposed by an alpha/beta-scaffold,GCM domain factors,GCM factors,GCM factors
GCR_HUMAN.H10MO.A,NR3C1,Nr3c1,NR3C1_003,500,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Steroid hormone receptors (NR3),GR-like receptors (NR3C)
GCR_HUMAN.H10MO.S,NR3C1,Nr3c1,NR3C1_004,4226,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Steroid hormone receptors (NR3),GR-like receptors (NR3C)
GFI1_HUMAN.H10MO.C,GFI1,Gfi1,GFI1_002,150,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc finger factors,GFI1 factors
GFI1B_HUMAN.H10MO.C,GFI1B,Gfi1b,GFI1B_002,74,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc finger factors,GFI1 factors
GLI1_HUMAN.H10MO.C,GLI1,Gli1,GLI1_001,31,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc finger factors,GLI-like factors
GLI2_HUMAN.H10MO.B,GLI2,Gli2,GLI2_003,931,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc finger factors,GLI-like factors
GLI3_HUMAN.H10MO.B,GLI3,Gli3,GLI3_002,15,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc finger factors,GLI-like factors
GLIS1_HUMAN.H10MO.D,GLIS1,Glis1,GLIS1_002,492,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc finger factors,GLI-like factors
GLIS2_HUMAN.H10MO.D,GLIS2,Glis2,GLIS2_003,1681,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc finger factors,GLI-like factors
GLIS3_HUMAN.H10MO.D,GLIS3,Glis3,GLIS3_002,38,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc finger factors,GLI-like factors
GMEB2_HUMAN.H10MO.D,GMEB2,Gmeb2,GMEB2_005,3702,HOCOMOCO v10,alpha-Helices exposed by beta-structures,SAND domain factors,GMEB,GMEB
GN_inverted_IRF_AP1,IRF::AP1,Irf::Ap1,IRF::AP1_001,1153,"Mancino A et al., Genes Dev. 2015",Other,Other,Composite,IRF::AP1
GN_IRF_IRF8,IRF::IRF8,Irf::Irf8,IRF::IRF8_002,5487,"Mancino A et al., Genes Dev. 2015",Helix-turn-helix domains,Tryptophan cluster factors,Interferon-regulatory factors,Interferon-regulatory factors
GN_IRF8_TOP5000,IRF::SPI1,Irf::Sfpi1,IRF::SPI1_003,4142,"Mancino A et al., Genes Dev. 2015",Other,Other,Composite,IRF::SPI1
GN_KLF5_TOP5000,KLF5,Klf5,KLF5_002,3908,"Diaferia G, Balestrieri C et_al., EMBJ 2016",Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Three-zinc finger Kruppel-related factors,Kruppel-like factors
GRHL1_HUMAN.H10MO.D,GRHL1,Grhl1,GRHL1_004,11251,HOCOMOCO v10,Immunoglobulin fold,Grainyhead domain factors,Grainyhead-related factors,GRH-like proteins
GSC_HUMAN.H10MO.D,GSC,Gsc,GSC_003,1241,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,GSC
GSC2_HUMAN.H10MO.D,GSC2,Gsc2,GSC2_002,610,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,GSC
GSX1_HUMAN.H10MO.D,GSX1,Gsx1,GSX1_002,276,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,HOX-related factors,GSX
GSX2_HUMAN.H10MO.D,GSX2,Gsx2,GSX2_003,6133,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,HOX-related factors,GSX
HAND1_HUMAN.H10MO.D,HAND1,Hand1,HAND1_001,26,HOCOMOCO v10,Basic domains,Basic helix-loop-helix factors (bHLH),Tal-related factors,Twist-like factors
HEN1_HUMAN.H10MO.C,HENMT1,Henmt1,HENMT1_001,55,HOCOMOCO v10,Basic domains,Basic helix-loop-helix factors (bHLH),Tal-related factors,Tal/HEN-like factors
HES1_HUMAN.H10MO.D,HES1,Hes1,HES1_002,28,HOCOMOCO v10,Basic domains,Basic helix-loop-helix factors (bHLH),Hairy-related factors,Hairy-like factors
HES5_HUMAN.H10MO.D,HES5,Hes5,HES5_003,7261,HOCOMOCO v10,Basic domains,Basic helix-loop-helix factors (bHLH),Hairy-related factors,Hairy-like factors
HES7_HUMAN.H10MO.D,HES7,Hes7,HES7_002,320,HOCOMOCO v10,Basic domains,Basic helix-loop-helix factors (bHLH),Hairy-related factors,Hairy-like factors
HEY1_HUMAN.H10MO.D,HEY1,Hey1,HEY1_002,254,HOCOMOCO v10,Basic domains,Basic helix-loop-helix factors (bHLH),Hairy-related factors,Hairy-like factors
HIC1_HUMAN.H10MO.C,HIC1,Hic1,HIC1_004,39,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,Hypermethylated in Cancer proteins
HIC2_HUMAN.H10MO.D,HIC2,Hic2,HIC2_002,134,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,Hypermethylated in Cancer proteins
HIF1A_HUMAN.H10MO.A,HIF1A,Hif1a,HIF1A_001,499,HOCOMOCO v10,Basic domains,Basic helix-loop-helix factors (bHLH),PAS domain factors,Ahr-like factors
HINFP_HUMAN.H10MO.C,HINFP,Hinfp,HINFP_005,42,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,HINFP-like factors
HLF_HUMAN.H10MO.C,HLF,Hlf,HLF_004,35,HOCOMOCO v10,Basic domains,Basic leucine zipper factors (bZIP),C/EBP-related,PAR factors
HMBX1_HUMAN.H10MO.D,HMBOX1,Hmbox1,HMBOX1_003,157,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,POU domain factors,HNF1-like factors
HME1_HUMAN.H10MO.D,EN1,En1,EN1_007,816,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,NK-related factors,EN (Engrailed-like factors)
HME2_HUMAN.H10MO.D,EN2,En2,EN2_005,9518,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,NK-related factors,EN (Engrailed-like factors)
HMGA1_HUMAN.H10MO.D,HMGA1,Hmga1,HMGA1_001,94,HOCOMOCO v10,beta-Sheet binding to DNA,A.T hook factors,HMGA factors,HMGA factors
HMGA2_HUMAN.H10MO.D,HMGA2,Hmga2,HMGA2_002,75,HOCOMOCO v10,beta-Sheet binding to DNA,A.T hook factors,HMGA factors,HMGA factors
HMX1_HUMAN.H10MO.D,HMX1,Hmx1,HMX1_003,34,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,NK-related factors,NK-5/HMX
HMX2_HUMAN.H10MO.D,HMX2,Hmx2,HMX2_003,1221,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,NK-related factors,NK-5/HMX
HMX3_HUMAN.H10MO.D,HMX3,Hmx3,HMX3_003,38638,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,NK-related factors,NK-5/HMX
HNF1A_HUMAN.H10MO.A,HNF1A,Hnf1a,HNF1A_004,174,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,POU domain factors,HNF1-like factors
HNF1B_HUMAN.H10MO.B,HNF1B,Hnf1b,HNF1B_004,57,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,POU domain factors,HNF1-like factors
HNF4A_HUMAN.H10MO.A,HNF4A,Hnf4a,HNF4A_011,500,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,RXR-related receptors (NR2),HNF-4 (NR2A)
HNF4G_HUMAN.H10MO.C,HNF4G,Hnf4g,HNF4G_002,500,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,RXR-related receptors (NR2),HNF-4 (NR2A)
HNF6_HUMAN.H10MO.C,ONECUT1,Onecut1,ONECUT1_003,24,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,HD-CUT factors,ONECUT
HOMEO0001_Alx3_3418.2,ALX3,Alx3,ALX3_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,ALX
HOMEO0002_Alx4_1744.1,ALX4,Alx4,ALX4_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,ALX
HOMEO0003_Arx_1738.2,ARX,Arx,ARX_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,ARX
HOMEO0004_Bapx1_2343.1,NKX3-2,Nkx3-2,NKX3-2_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,NK-related factors,NK-3
HOMEO0005_Barhl1_2590.2,BARHL1,Barhl1,BARHL1_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,NK-related factors,BARHL
HOMEO0006_Barhl2_3868.1,BARHL2,Barhl2,BARHL2_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,NK-related factors,BARHL
HOMEO0007_Barx1_2877.1,BARX1,Barx1,BARX1_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,NK-related factors,BARX
HOMEO0008_Barx2_3447.2,BARX2,Barx2,BARX2_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,NK-related factors,BARX
HOMEO0009_Bsx_3483.2,BSX,Bsx,BSX_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,NK-related factors,BSX
HOMEO0010_Cart1_0997.1,ALX1,Alx1,ALX1_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,ALX
HOMEO0011_Cart1_1275.1,ALX1,Alx1,ALX1_002,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,ALX
HOMEO0012_Cdx1_2245.1,CDX1,Cdx1,CDX1_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,CDX (Caudal type homeobox)
HOMEO0013_Cdx2_4272.1,CDX2,Cdx2,CDX2_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,CDX (Caudal type homeobox)
HOMEO0014_Cphx_3484.1,-,Cphx,CPHX_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,Homeo domain factors,Homeo domain factors
HOMEO0015_Crx_3485.1,CRX,Crx,CRX_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,OTX
HOMEO0016_Cutl1_3494.1,CUX1,Cux1,CUX1_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,HD-CUT factors,CUX
HOMEO0017_Cutl1_3494.2,CUX1,Cux1,CUX1_002,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,HD-CUT factors,CUX
HOMEO0018_Dbx1_3486.1,DBX1,Dbx1,DBX1_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,NK-related factors,DBX
HOMEO0019_Dbx2_3487.1,DBX2,Dbx2,DBX2_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,NK-related factors,DBX
HOMEO0020_Dlx1_1741.2,DLX1,Dlx1,DLX1_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,NK-related factors,DLX
HOMEO0021_Dlx2_2273.2,DLX2,Dlx2,DLX2_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,NK-related factors,DLX
HOMEO0022_Dlx3_1030.1,DLX3,Dlx3,DLX3_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,NK-related factors,DLX
HOMEO0023_Dlx4_3488.2,DLX4,Dlx4,DLX4_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,NK-related factors,DLX
HOMEO0024_Dlx5_3419.2,DLX5,Dlx5,DLX5_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,NK-related factors,DLX
HOMEO0025_Dmbx1_2277.1,DMBX1,Dmbx1,DMBX1_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,DMBX
HOMEO0028_Duxl_1286.2,-,Duxbl,DUXBL_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,Homeo domain factors,Homeo domain factors
HOMEO0029_Emx2_3420.1,EMX2,Emx2,EMX2_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,NK-related factors,EMX
HOMEO0030_En1_3123.2,EN1,En1,EN1_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,NK-related factors,EN (Engrailed-like factors)
HOMEO0031_En2_0952.1,EN2,En2,EN2_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,NK-related factors,EN (Engrailed-like factors)
HOMEO0032_Esx1_3124.2,ESX1,Esx1,ESX1_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,ESX
HOMEO0033_Evx1_3952.2,EVX1,Evx1,EVX1_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,EVX (Even-skipped homolog)
HOMEO0034_Evx2_2645.3,EVX2,Evx2,EVX2_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,EVX (Even-skipped homolog)
HOMEO0035_Gbx1_2883.2,GBX1,Gbx1,GBX1_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,GBX (Gastrulation brain homeobox)
HOMEO0036_Gbx2_3110.1,GBX2,Gbx2,GBX2_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,GBX (Gastrulation brain homeobox)
HOMEO0037_Gsc_2327.3,GSC,Gsc,GSC_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,GSC
HOMEO0038_Gsh2_3990.2,GSX2,Gsx2,GSX2_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,GSX
HOMEO0039_Hdx_3845.3,HDX,Hdx,HDX_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,POU domain factors,HDX-like factors
HOMEO0040_Hlx1_2350.1,HLX,Hlx,HLX_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,NK-related factors,HLX
HOMEO0041_Hlxb9_3422.1,MNX1,Mnx1,MNX1_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,MNX
HOMEO0042_Hmbox1_2674.1,HMBOX1,Hmbox1,HMBOX1_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,POU domain factors,HNF1-like factors
HOMEO0043_Hmx1_3423.1,HMX1,Hmx1,HMX1_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,NK-related factors,NK-5/HMX
HOMEO0044_Hmx2_3424.3,HMX2,Hmx2,HMX2_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,NK-related factors,NK-5/HMX
HOMEO0045_Hmx3_3490.2,HMX3,Hmx3,HMX3_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,NK-related factors,NK-5/HMX
HOMEO0046_Homez_1063.2,HOMEZ,Homez,HOMEZ_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,HD-ZF factors,ZHX
HOMEO0047_Hoxa1_3425.1,HOXA1,Hoxa1,HOXA1_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX1
HOMEO0048_Hoxa10_2318.1,HOXA10,Hoxa10,HOXA10_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
HOMEO0049_Hoxa11_2218.1,HOXA11,Hoxa11,HOXA11_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
HOMEO0050_Hoxa13_3126.1,HOXA13,Hoxa13,HOXA13_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
HOMEO0051_Hoxa2_3079.1,HOXA2,Hoxa2,HOXA2_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX2
HOMEO0052_Hoxa3_2783.2,HOXA3,Hoxa3,HOXA3_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX3
HOMEO0053_Hoxa4_3426.1,HOXA4,Hoxa4,HOXA4_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX3
HOMEO0054_Hoxa5_3415.1,HOXA5,Hoxa5,HOXA5_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX5
HOMEO0055_Hoxa6_1040.1,HOXA6,Hoxa6,HOXA6_001,100,"Berger MF et al., Cell 2008",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX6-7
